COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,DataSource,PA_Type,PA_Name,area_in_CA_m2,area_in_AB_m2,area_in_PA_m2
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PRA,Gleniffer Reservoir Provincial Recreation Area,626042908763,97491572772,1389457
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Goldeye Lake Provincial Recreation Area,7935504687439,662493790164,514379
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,ER,Goose Mountain Ecological Reserve,7935504687439,662493790164,12734592
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Gooseberry Lake Provincial Park,7935504687439,662493790164,655519
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Gooseberry Provincial Recreation Area,7935504687439,662493790164,417318
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Greene Valley Provincial Park,7935504687439,662493790164,32010810
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Greenford Provincial Recreation Area,7935504687439,662493790164,20154
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,WPP,Grizzly Ridge Wildland Provincial Park,7935504687439,662493790164,107696732
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Jensen Reservoir Provincial Recreation Area,7935504687439,662493790164,94557
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PRA,Jensen Reservoir Provincial Recreation Area,626042908763,97491572772,94557
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Jumpingpound Creek Provincial Recreation Area,7935504687439,662493790164,119006
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Kakina Lake Natural Area,7935504687439,662493790164,644637
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Kakwa River Provincial Recreation Area,7935504687439,662493790164,77043
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,WPP,Kakwa Wildland Provincial Park,7935504687439,662493790164,656485039
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Kehiwin Provincial Recreation Area,7935504687439,662493790164,41801
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,ER,Kennedy Coulee Ecological Reserve,7935504687439,662493790164,9967546
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,ER,Kennedy Coulee Ecological Reserve,626042908763,97491572772,9966931
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Killarney-Reflex Lakes Heritage Rgeland Natural Area,7935504687439,662493790164,27979900
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Kinbrook Island Provincial Park,7935504687439,662493790164,5498909
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PP,Kinbrook Island Provincial Park,626042908763,97491572772,5498909
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Kleskun Hill Natural Area,7935504687439,662493790164,631916
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Kleskun Hills Provincial Park,7935504687439,662493790164,10892658
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,ER,Kootenay Plains Ecological Reserve,7935504687439,662493790164,37697926
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Kootenay Plains Provincial Recreation Area,7935504687439,662493790164,1048626
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,La Biche River Provincial Recreation Area,7935504687439,662493790164,650755
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,La Saline Natural Area,7935504687439,662493790164,4181391
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Lac La Nonne Natural Area,7935504687439,662493790164,552031
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Lake McGregor Provincial Recreation Area,7935504687439,662493790164,1461708
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PRA,Lake McGregor Provincial Recreation Area,626042908763,97491572772,1461708
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Lantern Creek Provincial Recreation Area,7935504687439,662493790164,104377
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Lawrence Lake Provincial Recreation Area,7935504687439,662493790164,2670578
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Milk River Natural Area,626042908763,97491572772,54690575
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Mill Island Natural Area,7935504687439,662493790164,1088194
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Mill Island Natural Area,626042908763,97491572772,1088194
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Minnow Lake Provincial Recreation Area,7935504687439,662493790164,3624868
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Miquelon Lake Provincial Park,7935504687439,662493790164,12951631
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PP,Miquelon Lake Provincial Park,626042908763,97491572772,12951631
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Mist Creek Provincial Recreation Area,7935504687439,662493790164,164471
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Mitchell Lake Provincial Recreation Area,7935504687439,662493790164,217109
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Modeste Creek Natural Area,7935504687439,662493790164,3908376
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Modeste Saskatchewan Natural Area,7935504687439,662493790164,3643737
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Moonshine Lake Provincial Park,7935504687439,662493790164,11153441
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Moose Lake Provincial Park,7935504687439,662493790164,7470046
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Moose Mountain Trailhead Provincial Recreation Area,7935504687439,662493790164,160539
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Mount Butte Natural Area,7935504687439,662493790164,631808
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Mt. Livingstone Natural Area,7935504687439,662493790164,5698755
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Musreau Lake Provincial Recreation Area,7935504687439,662493790164,18038042
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Mystery Lake Natural Area,7935504687439,662493790164,485818
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Newton Lake Natural Area,7935504687439,662493790164,348492
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Noel Lake Natural Area,7935504687439,662493790164,2698573
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Nojack Provincial Recreation Area,7935504687439,662493790164,32732
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,North Bruderheim Provincial Recreation Area,7935504687439,662493790164,4472753
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,North Buck Lake Provincial Recreation Area,7935504687439,662493790164,1043103
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,North Cooking Lake Natural Area,7935504687439,662493790164,2143887
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,North Fork Provincial Recreation Area,7935504687439,662493790164,167337
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Northwest of Bruderheim Natural Area,7935504687439,662493790164,2630372
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Notikewin Provincial Park,7935504687439,662493790164,102412100
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,O'Brien Provincial Park,7935504687439,662493790164,589005
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,O'Chiese Natural Area,7935504687439,662493790164,3780743
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Obed Lake Provincial Park,7935504687439,662493790164,39996762
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,HR,OH Ranch Heritage Rangeland,7935504687439,662493790164,43174769
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Old Baldy Pass Trail Provincial Recreation Area,7935504687439,662493790164,286394
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Oldman Dam Provincial Recreation Area,7935504687439,662493790164,49327184
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Oldman River North Provincial Recreation Area,7935504687439,662493790164,333664
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PRA,Oldman River North Provincial Recreation Area,626042908763,97491572772,28503
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Oldman River Provincial Recreation Area,7935504687439,662493790164,24999
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PRA,Oldman River Provincial Recreation Area,626042908763,97491572772,24999
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Ole's Lake Provincial Recreation Area,7935504687439,662493790164,811137
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Ole Buck Mountain Natural Area,7935504687439,662493790164,3583380
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Onefour Heritage Rangeland Natural Area,7935504687439,662493790164,109422998
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Onefour Heritage Rangeland Natural Area,626042908763,97491572772,109419004
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Opal Natural Area,7935504687439,662493790164,3746975
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Open Creek Natural Area,7935504687439,662493790164,647898
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Open Creek Natural Area,626042908763,97491572772,647898
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,WPP,Otter-Orloff Lakes Wildland Provincial Park,7935504687439,662493790164,70370215
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Outpost Wetlands Natural Area,7935504687439,662493790164,464865
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Paddle River Dam Provincial Recreation Area,7935504687439,662493790164,718271
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Paddle River Natural Area,7935504687439,662493790164,645898
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Park Court Natural Area,7935504687439,662493790164,1434899
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Park Lake Provincial Park,7935504687439,662493790164,1484109
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PP,Park Lake Provincial Park,626042908763,97491572772,1484109
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Parkland Natural Area,7935504687439,662493790164,2610653
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Parkland Natural Area,626042908763,97491572772,2610653
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Payne Lake Provincial Recreation Area,7935504687439,662493790164,438315
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Peace River Provincial Recreation Area,7935504687439,662493790164,36818
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,WPP,Peace River Wildland Provincial Park,7935504687439,662493790164,245683553
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Phyllis Lake Provincial Recreation Area,7935504687439,662493790164,1101632
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Picklejar Provincial Recreation Area,7935504687439,662493790164,82990
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Pierre Grey's Lakes Provincial Park,7935504687439,662493790164,6327854
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Pigeon Lake Provincial Park,7935504687439,662493790164,4544986
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Pine Grove Provincial Recreation Area,7935504687439,662493790164,274931
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Pines Provincial Recreation Area,7935504687439,662493790164,180826
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Pinetop Provincial Recreation Area,7935504687439,662493790164,49819
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,ER,Plateau Mountain Ecological Reserve,7935504687439,662493790164,23560605
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Poachers' Landing Provincial Recreation Area,7935504687439,662493790164,17721218
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Police Outpost Provincial Park,7935504687439,662493790164,1586363
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Police Point Natural Area,7935504687439,662493790164,2963977
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Poplar Creek Natural Area,7935504687439,662493790164,3250616
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Prairie Creek Group Camp Provincial Recreation Area,7935504687439,662493790164,134216
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Prairie Creek Provincial Recreation Area,7935504687439,662493790164,376452
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Prefontaine Brock Lakes Natural Area,7935504687439,662493790164,1982531
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Queen Elizabeth Provincial Park,7935504687439,662493790164,748245
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Racehorse Provincial Recreation Area,7935504687439,662493790164,188508
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Ram Falls Provincial Park,7935504687439,662493790164,4213286
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Red Deer River Provincial Recreation Area,7935504687439,662493790164,1261314
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PP,Red Lodge Provincial Park,7935504687439,662493790164,1293647
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,PP,Red Lodge Provincial Park,626042908763,97491572772,1293647
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Red Rock Coulee Natural Area,7935504687439,662493790164,3319651
552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Amphibians,Special Concern,Schedule 1,COSEWIC,NA,Red Rock Coulee Natural Area,626042908763,97491572772,3319651
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,PRA,Redwater Provincial Recreation Area,7935504687439,662493790164,22478073
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Redwater River Natural Area,7935504687439,662493790164,652041
60,Asio flammeus,Short–eared Owl,Birds,Special Concern,Schedule 1,LAP_SAR_O2_20130328,NA,Ribstone Creek Heritage Rangeland Natural Area,7935504687439,662493790164,85149116
